;texto;classificacao
402;acidente fatal a pmrv atendeu na manha desta terca feira 25 um grave acidente no km 36425 da sc 350 no municipio de aurora no local os policiais constataram que se tratava de um acidente tipo colisao transversalfrontal envolvendo um caminhao vw8160 e um vwpolo ;0
403;acidente grave envolvendo carreta na av ibirama taboaodaserra via intarditada linhas sao judas to  ;0
404; animais soltos geralmente ocasionam acidentes graves nas rodoviais por isso e importante trafegar na velocidade regulamentar e estar atento as surpresas este cavalo foi retirado da pista na manha desta quarta feira 14 em sao jose ele estava no km 2500 da sc  281 ;0
405;fins de semana acidentes de transito matam mais do que a covid em campina grande  ;0
406;estradas mineiras tem 19 mortes em 226 acidentes no feriado prolongado  via ;0
407;acidente fatal por volta das 21h desta quinta 3 na sc 355 km 145250 em jabora ocorreu um acidente fatal foi uma colisao frontal envolvendo um mbsprinter com placas de concordia e uma hondanxr 150 com placa de jabora o condutor da moto de 46 anos morreu no local;0
408;mae e filha de 3 anos sao encontradas mortas no rio tocantins sobre a ponte porto nacional  estradas acidentedetransito acidente acidentedetransito tocantins;0
409;as ultrapassagens proibidas sao as principais causas das colises frontais   entao dirija consciente e lembre sempre de uma coisa muitos acidentes podem ser evitados ;0
410;acidente em mina de carvao mata 11 pessoas  recordnews ;0
411;iniciamos as 00h de hoje 30 a operacao ano novo 2021 nas rodovias federais que cortam o es   reforcando que ha previsao de chuva para o final de semana e o feriado com a pista molhada aumenta muito a chance de acidentes entao redobre a atencao e diminua a velocidade ;0
412;talvez voce ja tenha visto essa imagem com legendas diversas nas redes sociais talvez um furacao um grave acidente na verdade se trata de uma cena de um filme conheca a historia ;0
413;trecho da raposo tavares tem reducao de mortes   saopaulo estradas acidentedetransito;0
414;motociclista tem parte da perna amputada em acidente com carro na al 110 em arapiraca  alagoas maceio noticias ;0
415; tempo segue nublado em todo o corredor dom pedro chove fraco em alguns pontos transito flui bem e nao ha registro de acidentes neste inicio de tarde ;0
416;a rodovia d pedro i sp 065 tem pequena lentidao no trecho de valinhos para quem segue sentido campinas por conta da interdicao de faixa para recuperacao do pavimento no km 120 nao ha acidentes neste inicio de tarde demais pontos em obras nao causam reflexos no transito ;0
417;trafego lento na rodovia ayrton senna do km 24 ao 25 pista local devido acidente no retorno do km 25;0
418;acidente entre carro e moto na r capitao andre lago paris x r cel aparicio borges   eptc em deslocame  eptcpoa;0
419;colisao na rodovia dos agricultores em artur nogueira sp mata homem e deixa gravida ferida  via ;0
420;entenda como o triangulo de seguranca ou triangulo de sinalizacao aumenta a visibilidade de quem esta com o veiculo impossibilitado de prosseguir diminuindo o risco de um acidente dentro do outro acesse   detranpeoficial semananacionaldetransito ;0
421;no transito lembre se e responsabilidade dos veiculos maiores prezarem pelos menores e os motorizados pelos nao motorizados quando for dirigir leve a empatia com voce estradasemacidentes maioamarelo ;0
422;homem morre e outro fica ferido preso as ferragens em capotamento na al 110  alagoas maceio noticias ;0
423;acidente entre 2 caminhes na sc 417 contorno sul de garuva proxima a fabrica de trator rodovia trancada em ambos os sentidos   primeiras informaces obito no local ;0
424;balanco do dia 17112021  003 acidentes  004 veiculos envolvidos  003 feridos  000 morto  672 pessoas fiscalizadas  863 veiculos fiscalizados  156 autos de infracao  001 veiculo recuperado 018 testes de alcoolemia;0
425;nesta sexta feira 075 os policiais militares do comando rodoviario da brigada militar estao intensificando as fiscalizaces nas rodovias estaduais em todo o estado no combate a criminalidade e na prevencao de acidentes ;0
426;rs   br 101290 acidente no entroncamento das br 101 e 290 em osorio sentido porto alegre provoca congestionamento de alguns quilometros   ha registro de lentidao tbm devido obras na br 101 em aguape acesso a morro alto sentido osorio;0
427;o risco de sofrer uma colisao dirigindo sob efeitos do alcool e alto inclusive com baixas concentraces no sangue  o risco aumenta consideravelmente quando a concentracao e de 004 gdl ou mais  suasegurancanossaprioridade viabahia ;0
428;transito e bom no corredor dom pedro nesta manha nao ha acidentes e o tempo e estavel  obras de hoje   d pedro i sp 065 igarata  km 33 sentido jacarei valinhos  km 115 sentido campinas   eng constancio cintra sp 360 jundiai  km 69 sentido anhanguera ;0
429; um caminhao com sucata tombou na alca de quem deixa a pista sul sentido jacarei da d pedro i para pegar a prof zeferino vaz sentido barao geraldopaulinia motorista teve ferimentos leves ha interdicao parcial da alca o que provoca lentidao na marginal da d pedro i ;0
430;07h30   prf inicia operacao finados 2021 nas rodovias federais do espirito santo  durante todo o feriado prolongado a instituicao reforcara o policiamento ostensivo em locais e horarios de maior incidencia de acidentes graves e de criminalidade   ;0
431;jovem e socorrido por policiais militares apos sofrer acidente com moto em trecho da al 130 em pao de acucar  alagoas maceio noticias ;0
432;bh suspeito morre atropelado por onibus durante tentativa de furto testemunhas contaram a pm que o homem tentou pegar um objeto pela janela do coletivo e caiu embaixo do veiculo   portalr7 r7 jr24h jornaldarecord ;0
433;em teresinapi apos envolver se em acidente de transito sem vitimas condutor e preso pela prf na br 343 ao ser detectado o indice de embriaguez 15 vezes maior que o permitido ;0
434;acidentes em rodovias do distrito federal matam duas pessoas  via ;0
435;sc   br 101 trafego lento em pontos alternados entre picarras e balneario camboriu sentido sul  ha tambem registros de acidente no sentido sul e no sentido norte em itajai;0
436; olha quem apareceu apos dias chuvosos e nublados tempo e ensolarado nesta manha condices de trafego sao excelentes em todo o corredor dom pedro nao ha acidentes ;0
437;galera o trafego esta sendo desviado para a pista local a partir do km 21 sentido sao paulo a pista expressa segue com bloqueio no  km 20 em direcao a capital paulista devido acidente por isso ha lentidao desde o km 23 ;0
438;australia morre sexta crianca apos acidente com castelo inflavel    jornaldarecord jr24h ;0
439;motociclista morre na br 101 em barra velha sc  acidente motociclista motociclismo estradas santacatarina;0
440;empresaria arapiraquense morre em acidente automobilistico em pe  alagoas maceio noticias ;0
441;idosa e atropelada e arremessada apos carro invadir calcada em bh    jornaldarecord jr24h ;0
442;1729 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
443;atropelamento pela r rio verde 678  freguesia do o 03 vtrs  aguia 19 empenhadas 01 vtm grave   ;0
444;1855 colisao entre 2 veiculos no cruz da av panamericana x r guadalupe   agentes da eptc em deslocam  eptcpoa;0
445;ambulancia perde controle na pi 218 e provoca acidente com duas mortes  acidentedetransito estradas prf;0
446;acidente na br 116 em satuba em alagoas mata duas pessoas   estradas alagoas;0
447;carla daniel falou nas redes sociais sobre acidente tragico do publicitario sergio stamile portalcorreio ;0
448;idoso passou mal perdeu o controle de carro de luxo capotou e atingiu seis veiculos estacionados  g1 acidente;0
449;atencao acidente entre 2 carros na r nelson zang prox ao numero 123   agentes da eptc no local   eptcpoa;0
450;grave acidente na br 020 entre onibus e carro deixa seis mortos em formosa go  via ;0
451;balanco do dia 23042021  03   acidentes 07   veiculos envolvidos 07   feridos 00   morto 241 pessoas fiscalizadas 282 veiculos fiscalizados 74   autos de infracao;0
452;voce sabia que o cinto de seguranca e o instrumento mais capaz de minimizar os danos em acidentes no transito nessa viagem lembre se de usa lo durante todo o percurso e ajude as pessoas ao redor a fazer o mesmo e simples rapido e salva vidas eco050 ;0
453;faixa da esquerda ja foi liberada no km 15 da rodovia ayrton senna sentido interior que estava bloqueada por conta de um acidente o trafego esta lento do km 12 ao km 15 ;0
454;prevencao a acidentes de transito nas rodovias mineiras    cprvbpmrv os anjos da guarda dos caminhos de minas    2021 50 anos cuidando da sua seguranca nos caminhos de minas  ;0
455;acidente aconteceu em santee cerca de 30 quilometros a nordeste do centro de san diego  g1;0
456;pedestre fica ferido ao ser atropelado por ambulancia em apucarana  g1 g1pr ;0
457;1637 colisao entre carro e moto na estr cristiano kraemer prox ao numero 720   agentes da eptc no l  eptcpoa;0
458;motociclista morre apos cair de moto e ser atropelado por carro na br 369 diz prf  g1 g1pr ;0
459;caminhoneira conhecida como musa das estradas diz que sofreu acidente a 40 kmh apos peca do caminhao da frente soltar  g1 ;0
460;05h40   bom dia  no momento nao ha ocorrencias relevantes ou interdices nas rodovias federais que cortam o espirito santo  em caso de acidentes ligue  prf 191 pm 190  samu 192  cbmes 193  eco 101   0800 7701 101;0
461; anel viario magalhaes teixeira sp 083 tem lentidao de 4km a partir do trevo de valinhos para o motorista que segue sentido d pedro i sp 065 mais cedo houve um acidente sem feridos no km 4 veiculos ja foram reposicionados no acostamento ;0
462;novo acidente na br 364 mata casal e deixa 5 feridos em vilhena ro  via ;0
463;1528 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
464;0405 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
465; ola danilo vou verificar mas acredito que nossos paineis eletronicos estejam avisando sobre o acidente;0
466;3007 alca de acesso do contorno sul para br 277 rodovia do cafe na orleans em curitiba acidente a prf esta no local trafego lento apos a volvo outro acidente proximo ao max atacadista 1655 grupobr277 ;0
467;colisao de carro em poste na av baltazar de oliveira garcia prox c a estrada antonio severino no se  eptcpoa;0
468; indignado deve ficar quem for vitima de um acidente gerado por uma irresponsabilidade desta;0
469;acidente com seis veiculos na br 290 deixa dois mortos em gravatai rs  via ;0
470;manha e com transito tranquilo no corredor dom pedro mesmo nos pontos em obras dia e ensolarado e sem acidentes  pontos com interdices   d pedro i campinas km 135 sentido jacarei jacarei km 14 e 5 sentido dutra   joao cereser jundiai km 65 e 63 sentido anhanguera ;0
471;0517 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
472;de janeiro a julho de 2021 mpt recebeu 17 denuncias de acidentes de trabalho  alagoas maceio noticias ;0
473;sargento da policia rodoviaria de minas e atropelado durante atendimento a acidente na br 135 e tem perna amputada  via ;0
474;acidentes de transito sao considerados pela organizacao mundial de saude oms como uma doenca nao transmissivel provocando mais mortes do que a tuberculose e o hivaids  saiba mais em   oms acidentesdetransito  ;0
475;balanco operacional do dia 02052021 retificado 12 acidentes 18 veiculos envolvidos 14 feridos 03 mortos 44 pessoas fiscalizadas 38 veiculos fiscalizados 04 teste de alcoolemia 52 autos de infracao 01 autos de alcoolemia 03 pessoas detidas 01 veiculo recuperado;0
476; acidente fatal registrado no fim da manha deste domingo 19 na sc 112 altura do km 29650 em rio negrinho  foi um acidente envolvendo um caminhao e uma motocicleta kawasaki versys o condutor da moto foi encaminhado ao hospital e a caroneira acabou perdendo a vida ;0
477;na br 232 km 211 em pesqueira as 19h30 020521 perimetro urbano uma motocicleta honda cg 150 colidiu frontalmente num carreta scaniar 440 a6x4 o motociclista homem de 30 anos morreu no local;0
478;noticia lobo guara morre atropelado em rodovia paulista  ;0
479;transito flui bem em todo o corredor dom pedro semana comeca com tempo mais fechado mas nao chove nao ha acidentes nesta manha  ;0
480;transito flui bem em todo o corredor dom pedro mesmo nos pontos em obras nao ha acidentes neste inicio de tarde ;0
481;transito flui bem e nao ha acidentes tempo e ensolarado na maior parte do corredor dom pedro  confira os pontos em obras   d pedro i igarata  km 14 e km 18 sentido jacarei valinhos  km 121 sentido campinas   eng constancio cintra jundiai  km 77 sentido anhanguera ;0
482;sem acidentes nas rodovias federais que cortam a rmbh chove em todo o trecho cuidado redobrado;0
483;transito livre no corredor dom pedro nao ha acidentes e tempo e bom na maior parte do trecho   obras hoje nos seguintes pontos  d pedro i  jacarei km 7 sentido campinas igarata km 23 sentido campinas  nazare km 43 sentido campinas valinhos km 121 sentido jacarei ;0
484;homem morre em colisao entre carro e caminhao na sp 310  via ;0
485;transito e intenso na altura do trevo de barao geraldo para o motorista que vem de paulinia pela prof zeferino vaz e no entroncamento da d pedro i  com a anhanguera tambem em campinas  excesso de veiculos ocorre por conta do horario de pico nao ha registro de acidentes ;0
486; a rodovia d pedro i tem lentidao no trecho de valinhos para o motorista que segue sentido campinas pista tem faixa interditada para obras no km 122  no restante do corredor dom pedro transito flui bem nao ha acidentes neste inicio de tarde e tempo e estavel ;0
487;o trafego e lento na rodovia ayrton senna do km 20 ao km 11 em direcao a capital paulista devido acidente na faixa da esquerda ;0
488;balanco do dia 26082021   10 acidentes  22 veiculos envolvidos  11 feridos  00 morto  270 pessoas fiscalizadas  252 veiculos fiscalizados  19 testes de alcoolemia  319 autos de infracao 02 pessoas detidas;0
489;atencao acidente entre 2 carros na r gen lima e silva x r olavo bilac bairro centro historico   ag  eptcpoa;0
490;0934 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
491;prfse operacao concordia estreia sem registro de acidentes graves   ;0
492;transito flui bem em todo o corredor dom pedro manha e com tempo bom e sem registro de acidentes  concessionaria retoma nesta terca as obras de melhoria   d pedro i sp 065 jacarei km 5 sentido campinas igarata km 29 sentido jacarei atibaia km 74 sentido jacarei ;0
493; o excesso de velocidade ainda e uma das principais causas dos acidentes graves  no transito sua responsabilidade salva vidas  semana nacional do transito 2021 ;0
494;o individualismo do esperto pode involuntariamente contribuir para a morte de alguem ja que o motorista infrator tende a obstruir a passagem dos veiculos de emergencia ou atrasa los;0
495;13h12   boa tarde  no momento nao ha ocorrencias relevantes ou interdices nas brs do espirito santo  vamos dirigir com prudencia para que continue assim  em caso de acidentes ligue  prf 191  samu 192  cbmes 193  eco 101   0800 7701 101;0
496;7h30   bom dia  no momento nao ha ocorrencias relevantes nas rodovias federais sob circunscricao da prfes  dirijam com seguranca respeitem a sinalizacao e tenham todos uma boa viagem  em caso de acidentes liguem  prf 191 pm  190 samu 192  cbmes 193  eco 101   0800 7701 101;0
497;rodovia ayrton senna volta a apresentar lentidao do km 20 ao km 18 no sentido de sao paulo devido acidente na faixa da esquerda em direcao ao interior o trafego segue normal;0
498;2708pr 418 contorno norte trafego lento ambos sentidos proximo ao viaduto newton laporte butiatuvinha colisao caminhao x moto siate  helicoptero bpmoa e medico acionados vitima grave 1600 grupobr277 ;0
499;nossa fiscalizacao tambem acompanha o funcionamento do servico de barcas que registrou aumento de demanda na estacao arariboia em funcao de acidente na ponte rio niteroi na manha desta sexta feira 5 partidas extras estao sendo realizadas ;0
500; transito e bastante intenso em campinas reflexo do horario de pico de fim de tarde nao ha registro de acidentes maior lentidao ocorre para o motorista que esta na d pedro  i sp 065 e deseja acessar a anhanguera ;0
501;irmas morrem em colisao frontal na br 369 no parana  parana estradas;0
502;a rodovia ayrton senna tem trafego lento do km 21 ao 20 sentido sao paulo por conta de acidente na faixa da esquerda em direcao ao interior e nas rodovias carvalho pinto e helio smidt o trafego segue normal;0
503; transito e mais carregado no entroncamento entre a prof zeferino vaz e a d pedro i no trevo de barao geraldo por conta do horario de pico chegada do anel viario  a d pedro i tambem tem movimento intenso nao ha acidentes em todo o corredor dom pedro nesta manha ;0
504;transito e bom em todo o corredor dom pedro nao ha acidentes neste inicio de tarde tempo e nublado e chove de forma isolada em atibaia ;0
505; manha e com nevoeiro em diversos pontos do corredor dom pedro com incidencia de neblina intensa entre jacarei e igarata motoristas devem redobrar a atencao nao ha acidentes ;0
506;justica da paraiba nega habeas corpus a suspeito de acidente que matou motoboy kelton marques g1 g1paraiba   ;0
507;atencao acidente entre carro e moto na av teixeira mendes prox ao cruz c a r matias jose bi  eptcpoa;0
508;deu nem tempo de sentir saudades e ela ja voltou  chove em diversos pontos do corredor dom pedro motoristas devem redobrar a atencao para evitar acidentes ;0
509;balanco do dia 16062021 05   acidentes 08   veiculos envolvidos 05   feridos 01   morto 425 veiculos fiscalizados 345 pessoas fiscalizadas 327 autos de infracao 01   autuacao por alcoolemia;0
510;atencao acidente entre 2 carros na av alcides maia x av abrasil sent bc   eptc n  eptcpoa;0
511;1800  atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
512;homicidio doloso e tentativas de homicidio defende alfredo gaspar sobre acidente na fernandes lima  alagoas maceio noticias ;0
513;acidente sem feridos interdita faixa da direita na d pedro i no km 126 sentido jacarei ha lentidao na via e para quem deixa o anel viario magalhaes teixeira ;0
514;balanco do dia 07012022  008 acidentes 013 veiculos envolvidos 005 feridos 001 morto 871 pessoas fiscalizadas 736 veiculos fiscalizados 557 autos de infracao 519 testes de alcoolemia 049 veiculos recolhidos 001 pessoas detidas;0
515;acidente fatal mulher de 30 anos que estava na garupa de uma hondacb 650r acabou perdendo a vida na madrugada deste domingo na capital o acidente aconteceu por volta da 0h25  na altura do km 4200 da sc 401 o condutor da moto de 34 anos havia ingerido bebida alcoolica ;0
516;motoboys fazem protestos em local de acidente commorte  ;0
517;para trabalhar como motorista a atencao constante e crucial para evitar acidentes e cuidar da seguranca de todos confira algumas dicas importantes que o ajudarao a cultivar uma rotina saudavel eco050 ;0
518;movimento aumentou nos acessos para poa nao ha acidentes em atendimento conforme a eptc tem um on  ;0
519;balanco do dia 12122021   019 acidentes  027 veiculos envolvidos  028 feridos  004 mortos  249 pessoas fiscalizadas  209 veiculos fiscalizados  015 veiculos recolhidos  134 autos de infracao  099 testes de alcoolemia 002 pessoas detidas;0
520;volta para casa pelo corredor dom pedro ocorre de forma tranquila neste fim de tarde desde o dia 30 pouco mais de 315 mil veiculos ja trafegaram pelas vias nao houve registro de acidentes graves a operacao de ano novo prosseguira ate o fim de segunda feira ;0
521;alem de enfrentarmos o crime trabalhamos na prevencao e atendimento dos acidentes de transito cientes que evita los exige um esforco conjunto de toda a sociedade ;0
522;balanco do dia 29122021   005 acidentes  008 veiculos envolvidos  007 feridos  000 morto  1084 pessoas fiscalizadas  765 veiculos fiscalizados  059 veiculos recolhidos  607 autos de infracao  393 testes de alcoolemia;0
523;transito e lento no acesso da zeferino vaz para a pista sentido jacarei da d pedro i na altura de barao geraldo ainda reflexo de uma manifestacao registrada mais cedo na regiao de betel no restante do corredor dom pedro transito flui bem nao ha acidentes e tempo e estavel ;0
524;transito e intenso em campinas reflexo do horario de pico de fim de tarde nao ha no entanto pontos de lentidao as obras que eram realizadas hoje ja foram encerradas e nao ha acidentes ;0
525;transito e intenso em campinas tipico do fim de tarde nao ha registro de acidentes   sao dois pontos com excesso de veiculos entroncamento da d pedro i sp 065 com a anhanguera e no trevo de barao geraldo para quem vem de paulinia pela prof zeferino vaz sp 332 ;0
526;srs as 21h58 o cb recebeu uma chamado para auxiliar em um atropelamento por moto na av aricanduva  ;0
527;balanco 27032021  acidentes 07 veiculos envolvidos 13 feridos 08 mortos 01 pessoas fiscalizadas 23 veiculos fiscalizados 21 autos de infracao 34 pessoas detidas 01 testes de alcoolemia  03;0
528;motorista morre em acidente na br 135 em buenopolis mg  via ;0
529;transito flui bem em todo o corredor dom pedro mesmo nos pontos com interdicao de faixa para obras na rodovia d pedro i sp 065 nao ha acidentes neste inicio de tarde e tempo e bom ;0
530;manha e de tempo estavel e sem registro de acidentes em campinas unico ponto com transito mais carregado e na chegada ao distrito de barao geraldo para o motorista que vem de paulinia em jundiai trecho final da joao cereser tem interdicao de faixa para implantacao de marginais;0
531;22h00   pista interditada na br 259 proximo a acioli devido a acidente de transito;0
532;bom dia sem bloqueios ou acidentes de gravidade nas rodovias federais do rs;0
533;0600 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
534;balanco 28032021  acidentes 06 veiculos envolvidos 13 feridos 08 mortos 01 pessoas fiscalizadas 43 veiculos fiscalizados 43 autos de infracao 19 pessoas detidas 00;0
535;srs as 22h03 recebemos chamado p colisao entre autoonibus av atlantica 660 cid dutra info  ;0
536;transito e tranquilo em todo o corredor dom pedro nao ha acidentes chove na regiao de igarata  concessionaria realiza obras no km 59 da d pedro i em bom jesus dos perdes bloqueio de faixa na pista sentido campinas contudo nao altera as condices de trafego ;0
537;engavetamento anel rodoviario km 465 sentido vitoria envolvendo 02 automoveis e 01 caminhao 01 vitima leve socorrida para hps joao xxiii;0
538;2605br 476 rodovia do xisto em araucaria  trafego lento sentido lapa  motivo de um acidente auto x caminhao proximo ao acesso da pr 423 congestionamento de 2 quilometros apos a petrobras 1843 grupobr277 ;0
539;homem morre em acidente e familia doa orgaos dele para salvar cinco pessoas na paraiba doacaodeorgaos saude campinagrande portalcorreio ;0
540; mais uma manha com incidencia de neblina comum nesta epoca do ano motorista tem a visibilidade prejudicada no trecho entre jacarei e bom jesus dos perdes na rodovia d pedro i sp 065 nao ha acidentes em todo o corredor dom pedro ;0
541;capotamento de van na sc 480 termina com uma vitima fatal e oito pessoas feridas   na noite desta quarta 26 guarnicao da pmrv atendeu um acidente de transito com vitima fatal na sc 480 em bom jesus  o fato ocorreu por volta das 20h no km 75600 da rodovia ;0
542;acidente entre carro e moto na estrada joao de oliveira remiao 2727   eptc no local samu e brigada mi  eptcpoa;0
543;transito e bom em todo o corredor dom pedro pistas estao livres esmo nos pontos em obras e nao ha acidentes tempo e mais nublado somente na regiao de igarata ;0
544;morre ciclista atropelado por carro na contramao enquanto voltava do trabalho em curitiba  g1 g1pr ;0
545;08h10   prf inicia operacao independencia 2021 no es  havera reforco no policiamento em locais de maior incidencia de acidentes graves e de criminalidade para garantir aos usuarios das rodovias federais seguranca conforto e fluidez do transito   ;0
546;balanco do dia 24112021   010 acidentes  013 veiculos envolvidos  009 feridos  000 mortos 358 pessoas fiscalizadas  327 veiculos fiscalizados  015 veiculos recolhidos  208 autos de infracao  026 testes de alcoolemia;0
547;sc   br 101    trecho         palhoca   sao jose fluxo  congestionado  sentido norte    trecho        biguacu   sao jose fluxo  congestionado  sentido sul atencao registro de acidente em biguacu  tempo  nublado                 24 c;0
548;tombamento de caminhao bloqueia totalmente a br 277 no sentido litoral g1 g1pr  ;0
549;convidada do mes artigo de juliana camargo presidente da ampara silvestre bonitonaoatropela  cinco organizaces contra os atropelamentos de fauna  ;0
550;acidente entre 2 veiculos na av abrasil prox ao cruz c a r dr eduardo chartier no  eptcpoa;0
551;acidente entre 2 carros na r moura azevedo 308 no bairro sao geraldo   eptc no local  eptcpoa;0
552;nas plataformas de estaces de trens ou do metro aguarde pelas composices atras da faixa amarela e ela que estabelece o limite da sua seguranca evite acidentes ;0
553;a rodovia ayrton senna tem lentidao sentido sao paulo do km 22 ao km 20 devido acidente na faixa da esquerda e do km 20 ao km 18 por excesso de veiculos demais trechos sob concessao  estao com trafego normal ;0
554;balanco do dia 16122021  009 acidentes  013 veiculos envolvidos  007 feridos 001 morto  191 pessoas fiscalizadas  170 veiculos fiscalizados  126 autos de infracao  001 veiculo recuperado;0
555;medico obstetra morre em grave acidente na br 174 em roraima  via ;0
556; sexta e chuvosa em todo o corredor dom pedro motoristas devem redobrar a atencao nao ha acidentes as obras programadas para hoje foram suspensas;0
557;apos assalto motorista persegue suspeito com ambulancia e se envolve em acidente em cascavel diz pm  g1 g1pr ;0
558;muita atencao quem for pegar estrada nesta manha chove fino em diversos pontos do corredor dom pedro o que deixa o pavimento mais liso reduza a velocidade e amplie a distancia para o veiculo a frente evite acidentes na saida para o ano novo ;0
559;colisao de carros e caminhes na br 101 no es deixa mortos e feridos  via ;0
560;transito esta livre em todo o corredor dom pedro inclusive nos pontos em obras tarde comeca com tempo ensolarado e sem acidentes ;0
561;balanco do dia 07032021 04   acidentes 09   veiculos envolvidos 05   feridos 00   morto 146 pessoas fiscalizadas 120 veiculos fiscalizados 86  autos de infracao 02   autuaces por alcoolemia;0
562;balanco do dia 04112021  006 acidentes  008 veiculos envolvidos  007 feridos  000 morto  411 pessoas fiscalizadas  331 veiculos fiscalizados  265 autos de infracao  019 veiculos recolhidos  005 testes de alcoolemia;0
563;acidente fatal registrado na manha deste domingo 8 na sc 350 altura da cidade de aurora ;0
564;arapiraca condutor e preso por embriaguez apos acidente envolvendo carros estacionados  alagoas maceio noticias ;0
565;atencao acidente entre quatro carros na av pres joao goulart 551 no sent cb   agentes d  eptcpoa;0
566;1120 permanece o fechamento em joao monlevade para destombamento de caminhao nas demais rodovias federais do estado de mg nao ha ocorrencias de destaque ;0
567;transito e bom em todo o corredor dom pedro mesmo nos pontos com interdices de faixa para obras tarde comeca com tempo estavel e sem acidentes ;0
568;balanco do dia 18112021  008 acidentes  016 veiculos envolvidos  007 feridos  000 morto  320 pessoas fiscalizadas  247 veiculos fiscalizados 025 veiculos recolhidos  358 autos de infracao  018 testes de alcoolemia 001 pessoa detida;0
569;mais uma faixa da direita foi liberada no km 20 da ayrton senna em direcao a capital paulista faixas 1 e 2 segue bloqueadas por conta do acidente ;0
570;a seguranca no transito e um trabalho em conjunto em 2020 a desobediencia as normas de transito pelos pedestres ocasionou 129 mortes nas rodovias brasileiras  e importante que todos conhecam e respeitem as normas de circulacao para um transito mais seguro ;0
571;souza foi ferido no mesmo acidente que matou a diretora de fotografia halyna hutchins quando uma arma carregada foi disparada pelo ator alec baldwin declaracao foi dada para site de cinema  g1;0
572;trafego liberado em ambos sentidos da rodovia no local do acidente siga com atencao e boa viagem  ;0
573;0424 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
574;pedestre ao atravessar as rodovias utilize sempre a passarela este e o meio mais seguro evite atropelamentos dicasdeseguranca eco050 ecorodovias;0
575;nesses anos nessa industria vital essa e a primeira vez que isso me acontece as equipes ficaram surpresas ao flagrar o condutor dirigindo o caminhao destruido em um acidente utilizando um capacete bem como o carona tambem estava com o equipamento ;0
576;acidente entre carro e moto na r dom pedro ii 752 no bairro sao joao   eptc e samu no local  eptcpoa;0
577;balanco do dia 28042021  04 acidentes 06 veiculos envolvidos 02 feridos  00 mortos 20 pessoas fiscalizadas 18 veiculos fiscalizados 62 autos de infracao;0
578;atencao av padre cacique em frente ao ibere camargo c a faixa da direita bloq devido a colisao de  eptcpoa;0
579;no acidente o homem que estava sem cinto de seguranca foi ejetado e morreu no local  dentro do veiculo roubado eram transportados 588 quilos de maconha 14 quilos de skunk e 345 gramas de haxixe  naoadiantafugir prf prfpr combateaocrimeorganizado  reposted from ;0
580;mulher se confunde em trecho de obras de pedagio na sp 304 dirige na contramao e bate de frente com carreta  pedagio saopedro saopaulo acidentedetransito estradas;0
581;doze pessoas ficam feridas em acidente entre onibus de transporte publico de ponta grossa e caminhao dizem bombeiros  g1 g1pr ;0
582;o transito segue intenso no km 7 do anel viario magalhaes teixeira sentido bandeirantes em campinas devido a obras no pavimento a faixa da direita foi interditada e a lentidao segue ate o km 5  nao ha acidentes reportados ;0
583;atencao acidente entre carro e moto na av juca batista prox ao numero 4425   eptc no local  eptcpoa;0
584;sem acidentes relevantes ou interdices nas rodovias federais no rio grande do sul;0
585;acidente entre moto e caminhao na av abrasil 3350   eptc no local samu ja deslocou c a vitima  eptcpoa;0
586;colisao na sc 390 mata irmaos na serra de santa catarina  via ;0
587; nunca mais vai parar de chover nao  motoristas devem manter a atencao redobrada nao ha registro de acidentes e transito flui bem esta manha no corredor dom pedro ;0
588;balanco do dia 22012022  05   acidentes 05    veiculos envolvidos 06    feridos 01     morto 348  pessoas fiscalizadas 317  veiculos fiscalizados 88   testes de alcoolemia 00     autuacao por alcoolemia 224  autos de infracao 20     veiculos recolhidos;0
589;balanco do dia 20062021 08   acidentes 11   veiculos envolvidos 09  feridos 03   morto 21 veiculos fiscalizados 54 pessoas fiscalizadas 34 autos de infracao;0
590;concessionaria presta atendimento em campinas a um tombamento de caminhao na alca de quem deixa o anel viario para acessar a bandeirantes sentido capital motorista nao se feriu apesar do bloqueio parcial transito flui normalmente ;0
591;colisao de carro em poste na r engenheiro olavo nunes prox ao numero 99 no bairro bela vista   eptc  eptcpoa;0
592;08h05   acidente envolvendo um automovel e um caminhao com vitimas ilesas concessionaria eco 101 e prf no local trabalhos  para retirada dos veiculos e liberacao da pista ;0
593;policiais rodoviarios federais socorrem motociclista que estava desaparecido apos acidente na br 101  saiba mais   policia rodoviaria federal sistema de comunicacao social;0
594;acidente na sp 304 com tres veiculos mata tres pessoas em piracicaba  via ;0
595;segunda a associacao brasileira de neurologia abn quem dormiu menos de 7 horas na noite anterior corre o dobro de risco de sofrer um acidente de transito    ja para quem dormiu menos de 5 horas o risco de acidente aumenta cerca de cinco vezes  transitoseguro dica ;0
