;texto;classificacao
291;2030 colisao de carro e moto na av teixeira mendes  agentes da eptc e samu no local  eptcpoa;0
292;17h58   em nova lima no km 565 da br 040 transito liberado apos atendimento de acidente;0
293;17h25   prf detem homem por embriaguez no volante na br 101  por volta das 12h00 a prf tomou conhecimento de um acidente de transito com derramamento de carga e interdicao de rodovia na ocasiao o veiculo transportava aproximadamente 15000kg de cimento   ;0
294;transito e tranquilo em todo o corredor dom pedro nao ha acidentes chove na regiao de igarata  concessionaria realiza obras no km 59 da d pedro i em bom jesus dos perdes bloqueio de faixa na pista sentido campinas contudo nao altera as condices de trafego ;0
295; tempo segue nublado em todo o corredor dom pedro chove fraco em alguns pontos transito flui bem e nao ha registro de acidentes neste inicio de tarde ;0
296;balanco do dia 19082021   010   acidentes  018   veiculos envolvidos  009   feridos  000   mortos  523   pessoas fiscalizadas  413   veiculos fiscalizados  402   notificaces de autuacao  008   pessoas detidas;0
297;1119 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
298;1118 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
299;motorista faz manobra brusca e provoca acidente com morte na bandeirantes sp 348  via ;0
300;br324   km 523 feira de santana local onde houve o acidente finalizado trafego fluindo normal;0
301;prf localiza em mamanguapepb homem que fugiu de acidente de transito que causou em natalrn ;0
302;condutor embriagado e preso pela prf na br 104 homem se envolveu em acidente de transito mas ninguem ficou ferido  saiba mais   policia rodoviaria federal sistema de comunicacao social;0
303;colisao entre carro e moto na r prof ivo corseuil prox ao numero 550   agentes da eptc e samu no lo  eptcpoa;0
304;flagrante   mulher atropela dupla de criminosos logo apos ser assaltada por eles a dona de casa de 43 anos estava dirigindo quando foi abordada pelos ladres em itapira sao paulo   sbtnews primeiroimpacto policia;0
305;acidente entre carro e moto na av bento goncalves 7168 no sent bc   eptc no local  eptcpoa;0
306; mais uma colisao frontal foi registrada por volta das 20h20 deste sabado 18 na sc 283 km 141350 em sao carlos  foi um choque envolvendo um gmonix  e um vwsantana o condutor do santana de 17 anos acabou perdendo a vida ;0
307;suspeito de roubar caminhao se envolve em acidente e morre na br 381  via ;0
308;1832  atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
309;motociclista morre na br 101 em barra velha sc  acidente motociclista motociclismo estradas santacatarina;0
310;acidente deixa mulher morta e quatro feridos na br 101 em alagoas  via ;0
311;acidente entre 2 carros na av vicente monteggia 921 no bairro cavalhada   eptc no local brigada mi  eptcpoa;0
312;transito segue bastante tranquilo em todo o corredor dom pedro tarde comeca sem acidentes e com tempo ensolarado concessionaria faz reparos no pavimento no km 111 da d pedro i em itatiba com bloqueio de faixa na pista sentido campinas nao ha contudo reflexos no trafego ;0
313;prf  alem do porte e consumo de rebites policiais rodoviarios constataram descumprimento da lei do descanso e envolvimento em dois acidentes de transito nos ultimos anos entenda ;0
314;d pedro i sp 065 tem lentidao no entroncamento com a fernao dias em atibaia pista sentido jacarei tem interdicao de faixa para obras no viaduto  no restante do corredor dom pedro transito flui bem neste inicio de tarde nao ha acidentes e tempo e estavel ;0
315;tbt para relembrar do simulado de acidente com produtos perigosos que realizamos em 2019 em parceria com o   e a  o treinamento e importante para garantir o alinhamento das equipes e a excelencia nos atendimentos em casos reais ;0
316;1549 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
317;sabemos que a rotina de caminhoneiros e agitada por isso trouxemos dicas de como cuidar do bem estar mesmo na estrada    dirija com postura adequada   faca caminhadas e alongamentos nas paradas   mantenha uma dieta balanceada   nao consuma alcool e drogas  estradasemacidentes ;0
318;1135 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
319;apenas em 2020 mais de 30 mil pessoas perderam suas vidas em acidentes de transito a eco050 trabalha para oferecer a voce o maximo de seguranca mas lembre se de atentar se as regras de transito e de tomar todos os cuidados necessarios eco050 ;0
320;prf alerta que o desrespeito a distancia de seguranca distracao ao volante e mudanca de faixa de forma indevida provocam o maior numero de acidentes nas regies metropolitanas da paraiba truckbrasil jr1  logistica;0
321;homem morre em acidente entre carro e caminhao na linha verde em curitiba  g1 g1 ;0
322;o individualismo do esperto pode involuntariamente contribuir para a morte de alguem ja que o motorista infrator tende a obstruir a passagem dos veiculos de emergencia ou atrasa los;0
323; essa politica publica ja contribuiu para reduzir em 60 o uso de drogas por condutores das categorias c d e e conforme estudo com exames realizados com motoristas pelo ministerio publico do trabalho reduziu em 34 os acidentes com caminhao e 45 onibus entre 2015 e 2017;0
324;balanco do dia 28092021  009 acidentes  014 veiculos envolvidos  008 feridos  000 mortos  548 pessoas fiscalizadas  450 veiculos fiscalizados  353 autos de infracao  007 veiculos retidos;0
325;colisao de carro em poste na r engenheiro olavo nunes prox ao numero 99 no bairro bela vista   eptc  eptcpoa;0
326;todo bebado ao volante e um assassino em potencial dispara alfredo gaspar apos acidente na fernandes lima  alagoas maceio noticias ;0
327;08h49  acidente com vitima fatal km 523 sentido bh uma faixa liberada e uma interditada grande congestionamento evite o local;0
328;trio e preso suspeito de tentar atropelar policiais durante abordagem em joao pessoa g1 g1paraiba   ;0
329;tragedia na br 470 em sc deixa quatro pessoas mortas   transport transporte acidente acidentedetransito estradas santacatarina;0
330; anel viario tem fluxo intenso no acesso a d pedro i ainda em campinas regiao de barao geraldo apresenta excesso de veiculos  em jundiai lentidao ocorre no trecho final da joao cereser que conta com interdicao de faixa para implantacao de marginais nao ha acidentes ;0
331;prf realiza acao educativa de conscientizacao e prevencao de acidentes de transito na cidade de florianopi  a acao teve como publico alvo os funcionarios do armazem paraiba e sensibilizou 72 pessoas ;0
332; ha incidencia de neblina em pontos da d pedro i no trecho entre jacarei e nazare paulista   nao ha acidentes nesta manha no restante do corredor dom pedro sol aparece e transito flui bem ;0
333;anel rodoviario km 536 acidente envolvendo 01 caminhao  e  01 motocicleta condutora da moto  socorrida para upa barreiro;0
334; evite ligar ou enviar mensagens de texto para alguem que voce sabe que esta dirigindo a distracao provocada pelo uso do telefone nao e um perigo somente para os motoristas  o comportamento desatento dos pedestres tambem gera acidentes;0
335;a passagem foi autorizada apos acidente na br 386 confira  ;0
336;balanco do dia 22072021 08   acidentes 13   veiculos envolvidos 11   feridos 00   morto 808 veiculos fiscalizados 882 pessoas fiscalizadas 12   testes de alcoolemia 309 autos de infracao;0
337; crbm orienta atencao condutores em caso de chuvas nas rodovias   dirija com cuidado    use sempre o cinto de seguranca   reduza a velocidade   nao utilize o aparelho celular enquanto dirigir  comando rodoviario da brigada militar um cuidado a mais um acidente a menos;0
338;foram 200 animais da especie canario da terra 300 papa capim e caboclinho 03 concriz e 02 galos de campina sendo alguns ja mortos em virtude da ma e precaria acomodacao;0
339;motorista morre e mulher fica ferida em acidente na paraiba  ;0
340;acidente entre caminhes e onibus deixa dois motoristas feridos graves em go  via ;0
341;concessionaria concluiu reparo no pavimento que deixa transito mais carregado no km 127 da d pedro i sp 065 em campinas transito flui bem em todo o corredor dom pedro tarde segue ensolarada e sem acidentes ;0
342;acidente com carros em cruzamento de joao pessoa deixa tres feridos g1 g1paraiba   ;0
343;nossa pronta resposta se traduz em aces como socorro as vitimas e sinalizacao eficiente do local procurando evitar que um novo acidente ocorra em razao do primeiro;0
344;motorista que causou acidente com mortes na fernandes lima vai permanecer preso  alagoas maceio noticias ;0
345;balanco do dia 02072021 06   acidentes 09   veiculos envolvidos 06   feridos 00   morto 432 veiculos fiscalizados 376 pessoas fiscalizadas 30   testes de alcoolemia 250 autos de infracao 01   autuacao por alcoolemia;0
346;colisao mata cinco pessoas na br 376 entre ponta grossa e curitiba no parana  via ;0
347;09h00   bom dia  no momento nao ha ocorrencias relevantes nas rodovias federais sob circunscricao da prfes  dirijam com seguranca respeitem a sinalizacao e tenham todos uma boa viagem  em caso de acidentes liguem  prf 191  samu 192  cbmes 193  eco 101   0800 7701 101;0
348; flagra caminhao transportando carga com risco de causar acidentes  prf rj  saiba mais  ;0
349;rs   br 101  atencao para acidente entre maquine e osorio no sentido sul no momento fluxo normal   chuva ao longo do trecho neste momento  21;0
350;manha e bastante tranquila no corredor dom pedro dia comeca ensolarado e sem registro de acidentes tendencia e de que trafego se mantenha ameno durante todo o dia previsao e de que saida para o ano novo tenha maior movimento a partir das 14h desta quinta dia 30 ;0
351;acidente entre carro e moto na r dom pedro ii 752 no bairro sao joao   eptc e samu no local  eptcpoa;0
352;as pistas estao molhadas no trecho entre igarata e atibaia da rodovia d pedro i sp 065  motoristas devem redobrar a atencao para evitar acidentes nao chove neste momento  transito flui bem no corredor dom pedro e nao ha acidentes ;0
353;atencao motoristas a lentidao na chegada a sao paulo pela rodovia ayrton senna agora vai do km 16 ao km 11 por conta de acidente na faixa da esquerda ;0
354;homem morre em acidente e familia doa orgaos dele para salvar cinco pessoas na paraiba doacaodeorgaos saude campinagrande portalcorreio ;0
355;arapiraca condutor e preso por embriaguez apos acidente envolvendo carros estacionados  alagoas maceio noticias ;0
356;acidente na rodovia castello branco deixa 4 vitimas em osasco na grande sp g1sp  g1saopaulo;0
357;homem morre e outro fica ferido preso as ferragens em capotamento na al 110  alagoas maceio noticias ;0
358;apos uma manha bastante chuvosa sol aparece em diversos pontos do corredor dom pedro nesta tarde transito flui bem em nao ha acidentes ;0
359;08h50   bom dia respeite o limite de velocidade e so ultrapasse em locais permitidos evitar acidentes tambem e com voce mas se acontecer ligue pra gente 191  ;0
360;balanco do dia 01022022  001 acidente  002 veiculos envolvidos  001 ferido  000 mortos  494 pessoas fiscalizadas  415 veiculos fiscalizados  124 testes de alcoolemia  304 autos de infracao  030 veiculos recolhidos 003 veiculos recuperados  002 pessoas detidas;0
361;balanco do dia 18122021  009 acidentes  013 veiculos envolvidos  010 feridos 00 mortes  645 pessoas fiscalizadas  485 veiculos fiscalizados  013 veiculos recolhidos  206 autos de infracao  335 testes de alcoolemia 009 autos de alcoolemia;0
362;transito bastante tranquilo em todo o corredor dom pedro manha e novamente ensolarada e sem acidentes concessionaria faz hoje reparos no pavimento da pista sul sentido jacarei da d pedro i sp 065 nos km 95 91 e 5 na pista norte sentido campinas trabalho sera no km 14 ;0
363;atencao acidente envolvendo 2 carros na r dr campos velho prox ao numero 840 bairro cristal   eptcpoa;0
364;atencao acidente envolvendo 3 carros na r dr napoleao laureano prox ao numero 259 bairro passo d  eptcpoa;0
365;acidente entre carro e moto na av filadelfia x av cristovao colombo   eptc no local  eptcpoa;0
366;07h00   bom dia  no momento nao ha ocorrencias relevantes nas rodovias federais sob circunscricao da prfes  dirijam com seguranca respeitem a sinalizacao e tenham todos uma boa viagem  em caso de acidentes liguem  prf 191  samu 192  cbmes 193  eco 101   0800 7701 101;0
367;sem acidentes de gravidade nas rodovias federais do rs;0
368;mae morre e filha fica ferida apos serem atropeladas por piloto que empinava moto em maringa diz policia  g1pr g1 ;0
369;pedagio no parana veja como ficarao os atendimentos a acidentes e socorro de veiculos nas rodovias com o fim das concesses  g1 g1pr ;0
370;acidentes com motos matam 2 e ferem 1 em ribeirao preto sp  via ;0
371;pegar covid 19 no ambiente de trabalho caracteriza se acidente de trabalho advogado explica a situacao  alagoas maceio noticias ;0
372;atendimentos a vitimas de acidentes de transito aumenta em 15 no hospital de emergencia  alagoas maceio noticias ;0
373;colisao de carro em poste e muro na r cel aparicio borges 198   eptc no local  eptcpoa;0
374;faixa da esquerda ja foi liberada na altura do km 19 que estava bloqueada por conta de um acidente o trafego segue lento na ayrton senna em direcao a capital paulista do km 20 ao 18 ;0
375;o principal intuito das concessionarias foi o de capacitar seus colaboradores para o manejo e a remocao de animais silvestres na rodovia a fim de evitar acidentes e preservar a biodiversidade regional ;0
376;entardecer sem acidentes relevantes ou interdices nas rodovias federais do estado ;0
377;a faixa da esquerda foi liberada no km 22 da rodovia ayrton senna em direcao a capital paulista que estava bloqueada por conta de um acidente o trafego ainda e lento entre o km 24 e o km 22 ;0
378;manter o veiculo em boas condices tambem e uma acao de responsabilidade a revisao regular de pneus suspensao freios e liquidos pode evitar imprevistos estresse e principalmente acidentes seja responsavel faca a manutencao preventiva e conduza com seguranca maioamarelo ;0
379;respeite os limites de velocidade evite acidentes;0
380;motorista encontra transito lento na chegada ao trevo de barao geraldo vindo de paulinia pela prof zeferino vaz sp 332 nesta quarta feira outro ponto com transito carregado e na joao cereser sp 360 em jundiai proximo ao acesso a anhanguera nao ha registro de acidentes ;0
381;    ola maria a agetransp apura as circunstancias do acidente com passageiro ocorrido hoje na altura da mangueira;0
382;colisao de carro com moto deixa uma pessoa morta na sp 171   estradas saopaulo tansporte motos;0
383;motorista bebado e preso apos causar acidente com morte na br 316  via ;0
384;convidada do mes artigo de juliana camargo presidente da ampara silvestre bonitonaoatropela  cinco organizaces contra os atropelamentos de fauna  ;0
385;cerest promove aces para prevenir acidentes em cooperativas de materiais reciclaveis  ;0
386;blitz do detran pe contribuiram na prevencao de acidentes  ;0
387;1052 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
388;motociclista vista sempre calcas com boca estreita para evitar que a roupa se prenda na corrente da moto voce evita queda e acidentes ;0
389;na br 232 km 1196 as 18h35 em caruaru uma motocicleta que trafegava no sentido capital interior caiu na rodovia e resultou na morte do motociclista homem idade nao conhecida;0
390;balanco do dia 21062021 07   acidentes 13   veiculos envolvidos 09  feridos 00   morto 170 veiculos fiscalizados 175 pessoas fiscalizadas 146 autos de infracao;0
391;14h10   nunca assuma a direcao de um veiculo se estiver cansado evitar acidentes tambem e com voce mas se acontecer ligue pra gente 191  ;0
392;perseguicao policial termina com troca de tiros e acidente de carro em campina grande g1 g1paraiba   ;0
393;mudanca na geometria da serra da br 376 evitaria acidentes dizespecialista ;0
394;a rodovia d pedro i sp 065 tem pequena lentidao no trecho de valinhos para quem segue sentido campinas por conta da interdicao de faixa para recuperacao do pavimento no km 120 nao ha acidentes neste inicio de tarde demais pontos em obras nao causam reflexos no transito ;0
395;evite atropelamentos a vida no transito esta em nossas maos viabahia semananacionaldotransito;0
396;agencia goiana reduz gastos com radares nas rodovias do estado   radar goias estradas acidente caminhoneiro transporte transportepublico;0
397;balanco do dia 20112021  003 acidentes  004 veiculos envolvidos  011 feridos  198 pessoas fiscalizadas  177 veiculos fiscalizados  005 veiculos recolhidos  136 autos de infracao  017 testes de alcoolemia;0
398;balanco do dia 23022021 06   acidentes 10   veiculos envolvidos 06   feridos 00   mortos 332 pessoas fiscalizadas 310 veiculos fiscalizados 06   testes de alcoolemia 309 autos de infracao;0
399;um dos nossos parceiros e o observatorio nacional de seguranca viaria onsv uma instituicao social sem fins lucrativos dedicada a desenvolver aces para a diminuicao dos acidentes no transito  o osnv atua como um orgao de inteligencia que desenvolve projetos nas areas de ;0
400;09h00   bom dia dirigir sob chuva requer atencao e cuidados redobrados evite acidentes  reduza a velocidade e aumente a distancia do veiculo a sua frente ;0
401;ciclista morre atropelada por caminhao em via marginal de acesso a br 277 em sao jose dos pinhais  g1 g1pr ;0
402;transito flui bem no corredor dom pedro mesmo nos trechos com interdices para obras tarde comeca com tempo aberto e sem acidentes ;0
403; um acidente interdita duas faixas do anel viario magalhaes teixeira no km 12 sentido bandeirantes transito flui somente pelo acostamento o que provoca lentidao ;0
404;homem morre apos colisao entre carro de passeio e caminhao na br 104  alagoas maceio noticias ;0
405;transito flui bem em todo o corredor dom pedro nao ha acidentes nesta manha e motorista encontra boa visibilidade na maior parte do trecho  locais em obras hoje   d pedro i igarata  km 33 sentido campinas   eng constancio cintra jundiai  km 71 sentido itatiba ;0
406;avo e neta sao atropelados na faixa de pedestres em maringa video  g1 g1pr ;0
407;nesta sexta feira 075 os policiais militares do comando rodoviario da brigada militar estao intensificando as fiscalizaces nas rodovias estaduais em todo o estado no combate a criminalidade e na prevencao de acidentes ;0
408;atropelamentos deixam dois mortos na rmc e sul doestado ;0
409;acidente com onibus na ba 680 deixa 20 feridos  via ;0
410;acidente pessoal queda de palletes sobre pessoa r rosa de morais jardim colina 3 vtrs aguardo mais inf 193r ;0
411;prf cpre sttu tjrn cetranrn e programa vida no transito pvt emitem nota conjunta a sociedade potiguar sobre o atendimento de acidentes automobilisticos sem vitimas ;0
412;balanco do dia 05082021   06 acidentes  08 veiculos envolvidos  07 feridos  01 morto  299 pessoas fiscalizadas  254 veiculos fiscalizados  32 testes de alcoolemia  271 notificaces de autuacao 04 pessoas detidas;0
413;fim de tarde e com transito carregado para o motorista que deixa a d pedro i para acessar a anhanguera em campinas excesso de veiculos ocorre por conta do horario de pico nao ha acidentes no local ;0
414;duas pessoas ficam feridas em acidente entre carro e dois veiculos de vendedores ambulantes em foz do iguacu  g1 g1pr ;0
415;prf em sao paulo inicia nesta sexta a operacao finados 2021  durante todo o feriado prolongado haverao reforcos no policiamento ostensivo em locais e horarios de maior incidencia de acidentes graves e de criminalidade  saiba mais em  ;0
416;0811 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
417;atencao motoristas orleans curitiba  2505 tombamento de caminhao na alca de acesso do contorno sul para br 277 rodovia do cafe sentido campo largo trafego lento no local 1028 grupobr277 ;0
418;o veiculo que transportava passageiros clandestinamente se chocou contra um muro e tombou numa estrada do estado de chiapas tres dos 58 feridos estao em estado grave as autoridades do pais ainda nao informaram a nacionalidade das vitimas  jg;0
419;transito flui bem em todo corredor dom pedro tempo permanece nublado mas nao chove nao ha acidentes concessionaria prossegue com operacao para icamento de vigas nas obras de alargamento de viadutos da joao cereser em jundiai atividade nao impacta no trafego de veiculos ;0
420;atencao acidente envolvendo carro e moto na estr cristiano kraemer prox ao numero 61 bairro vila nov  eptcpoa;0
421;acidente na br 230 deixa um morto na grande joao pessoa  ;0
422;nos trens ou no metro nao force a abertura ou tente impedir o fechamento das portas alem do risco de acidentes voce pode danificar equipamentos e provocar a retirada de uma composicao de operacao ;0
423;1645 colisao entre carro e bicicleta na av otto niemeyer perto do numero 3220   agentes da eptc no lo  eptcpoa;0
424;policia civil deflagra operacao contra envolvidos em acidente na br 376 com 19 mortes no parana  estradas caminhoneiro acidentedetransito parana;0
425;transito ja flui bem em todo o corredor dom pedro apos uma manha ainda intensa na saida para o feriado somente na d pedro i foram quase 190 mil veiculos entre a 0h de sexta e as 10h deste sabado nenhum acidente grave foi registrado no periodo;0
426;fauna e transportes artigo da pesquisadora do nucleo de ecologia de rodovias e ferrovias da ufrgs talita menger ribeiro o conhecimento cientifico brasileiro sobre os atropelamentos de fauna vale muito  ;0
427;balanco operacional do dia 15052021  07 acidentes 16 veiculos envolvidos 08 feridos 00 mortos 142 pessoas fiscalizadas 138 veiculos fiscalizados 213 autos de infracao;0
428;concessionaria presta atendimento em campinas a um tombamento de caminhao na alca de quem deixa o anel viario para acessar a bandeirantes sentido capital motorista nao se feriu apesar do bloqueio parcial transito flui normalmente ;0
429;balanco do dia 09082021   06 acidentes  14 veiculos envolvidos  14 feridos  02 mortos  279 pessoas fiscalizadas c abordagem 248 veiculos fiscalizados c abordagem 68 testes de alcoolemia  268 notificaces de autuacao 22 veiculos recolhidos  01 pessoa detida;0
430; transito e intenso em dois pontos caracteristicos do corredor dom pedro entroncamento da d pedro i sp 065 com a anhanguera em campinas e no trecho final da rodovia joao cereser sp 360 em jundiai  nao ha acidentes neste fim de tarde ;0
431;idoso de 74 anos fica ferido em acidente envolvendo motocicleta e caminhao em pao de acucar  alagoas maceio noticias ;0
432;colisao entre carro e caminhao no interior do tunel da conceicao no sent bc   agentes da  eptcpoa;0
433;acidente foi provocado por um carro modelo chevrolet cobalt na cor branca segundo a semob portalcorreio ;0
434;balanco do dia 22082021   007 acidentes  011 veiculos envolvidos  005 feridos  001 morto  203 pessoas fiscalizadas  181 veiculos fiscalizados  009 testes de alcoolemia  208 autos de infracao 016 veiculos recolhidos  001 veiculo recuperado 003 pessoas detidas;0
435;atencao acidente envolvendo carro e lotacao na av julio de castilhos na altura do mercado publico   ag  eptcpoa;0
436;acidente entre 2 carros na estrada das tres meninas 120 no bairro vila nova   eptc no local samu e b  eptcpoa;0
437;acidente entre carro e moto na av ipiranga x r delegado grant no sent cb   eptc e samu  eptcpoa;0
438;2000  atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
439;balanco operacional do dia 18052021  03 acidentes 05 veiculos envolvidos 03 feridos 00 mortos 155 pessoas fiscalizadas 141 veiculos fiscalizados 157 autos de infracao;0
440;voltou a chover neste inicio de tarde motoristas devem manter a atencao redobrada nao ha acidentes e o transito flui bem as obras que estavam previstas para hoje foram suspensas ;0
441;nao impeca o fechamento das portas do trem alem do risco de acidentes voce pode danificar equipamentos e atrasar a viagem de todos ;0
442;comemorado no dia 27 de julho o dia do motociclista celebra quem vive sobre duas rodas seja profissionalmente ou por diversao sabemos que as estradas sao parte essencial da cultura da motocicleta e por isso nossa homenagem pela data parabens estradasemacidentes ;0
443;18h20   transito intenso nesta sexta feira sem acidentes nas saidas de bh;0
444;colisao entre veiculos no cruz da av abrasil x av francisco trein causando lentidao na via   a  eptcpoa;0
445; resgata bicho preguica na br 116 em mage o animal corria risco de ser atropelado e foi entregue a secretaria municipal de meio ambiente  prf rj ;0
446;balanco do dia 23042021  03   acidentes 07   veiculos envolvidos 07   feridos 00   morto 241 pessoas fiscalizadas 282 veiculos fiscalizados 74   autos de infracao;0
447;segue a lentidao na rodovia conego domenico rangoni sent capital do km 267 ao km 270 devido acidente   ecovias;0
448; detectar o cancer de mama precocemente aumenta muito a chance de cura e reduz de forma consideravel a mortalidade pela doenca para se ter ideia um em cada tres casos de cancer pode ser curado se for descoberto logo no inicio  prf outubrorosa cancerdemama;0
449;na eco050 nao tem sufoco se o pneu do seu carro furar e so acionar nosso socorro mecanico e pronto conforto e seguranca para voce e sua familia seguirem viagem ligue 0800 940 0700 porumaestradasemacidentes socorromecanico eco050 br050 companheirosdeestrada ;0
450;sabe como prevenir acidentes c criancas  ai vao algumas dicas 1 instale portes nas extremidade  ;0
451;rodovias federais catarinenses com aumento de fluxo pista escorregadia na regiao de rancho queimado na br 282 com registro de acidentes reduza a velocidade ao passar pelo local;0
452;br 235 prf detem condutor embriagado envolvido em acidente  materia disponivel em  ;0
453;atencao motoristas o transito da rodovia carvalho pinto sentido interior esta sendo desviado no km 73 regiao de jacarei para a para a rodovia dom pedro i por conta de uma colisao envolvendo duas carretas;0
454;colisao entre carro e moto na av maua prox ao numeral 2000 causando o bloqueio da faixa da esquerda   eptcpoa;0
455;uma testemunha que ajudou no resgate acredita que o motorista do carro perdeu a visao da pista por causa da poeira no local  g1 acidente goias;0
456;acidente aconteceu devido a uma pane em uma extensao eletrica cujo cabo estava desencapado portalcorreio ;0
457;acidente entre carro e moto na av benno mentz 366 na vila ipiranga   eptc no local  eptcpoa;0
458;sao bons os niveis de trafego em todo o corredor dom pedro tarde comeca ensolarada e sem registro de acidentes  as obras no pavimento que eram realizadas em valinhos ja foram concluidas ;0
459;pr   br 376 acidente no sentido curitiba na regiao da represa do vossoroca ha registro de congestionamento no local;0
460;o nosso numero 191 deve ser usado apenas para emergencias como denuncias informaces sobre crimes acidentes  use nossas midias sociais para se manter informados sobre os demais assuntos  qualquer novidade no ambito de rodovias federais estaremos atualizando por aqui sigam ;0
461;balanco do dia 22122021   014 acidentes  022 veiculos envolvidos  011 feridos  1005 pessoas fiscalizadas  976 veiculos fiscalizados  045 veiculos recolhidos  446 autos de infracao  233 testes de alcoolemia  000 pessoas detidas;0
462;sem acidentes nas rodovias federais que cortam a rmbh chove em todo o trecho cuidado redobrado;0
463;1818 colisao entre carro e moto na av bento goncalves prox ao numeral 1206   agentes da eptc em desl  eptcpoa;0
464;br116   km 666 jequie local onde houve o acidente finalizado trafego fluindo normal;0
465;acidente grave mata familia e motorista de carro foge na br 280 em araquari sc  via ;0
466;13h10   em fundao no km 232 da br 101  pista esta totalmente liberada no local ocorreu uma colisao envolvendo 2 automoveis e vitimas foram socorridas;0
467;acidente entre 2 veiculos na av pernambuco x r buarque de macedo   agentes da eptc em atendimento no  eptcpoa;0
468;0803 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
469;1124 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
470;motorista para carro para nao atropelar cachorro e morre apos ser atingida por caminhonete no interior do parana diz samu  g1 g1pr ;0
471;colisao entre dois onibus na br 359 deixa 4 mortos no interior da bahia  via ;0
472;familia morre em acidente na br 262 em ribas do rio pardo ms  via ;0
473;tres pessoas ficam feridas em acidente entre dois caminhes na br 376 em ponta grossa  g1 g1pr ;0
474;balanco do dia 18092021  009 acidentes  012 veiculos envolvidos  011 feridos  000 morto  356 pessoas fiscalizadas  279 veiculos fiscalizados  478 autos de infracao;0
475;acidente deixa 5 mortos apos onibus bater em carro e caminhao  recordnews ;0
476;a causa do transito e um acidente com possivel morte envolvendo um caminhao na altura do km 27 sentido recife;0
477;acidente entre carro e caminhao na av protasio alves prox ao cruz c a av sen tarso dutra no  eptcpoa;0
478;transito e intenso neste fim de tarde no entroncamento da d pedro i com a anhanguera em campinas  nao ha acidentes e motorista encontra pistas secas apos um dia com pancadas de chuva em praticamente todo o corredor dom pedro ;0
479;interdicao parcial sentido brasiliaalexania em virtude de uma colisao com uma vitima fluxo lento no local;0
480;br324    km 620 salvador local onde houve o acidente finalizado trafego voltando a fluir normalmente;0
481;comandantes das policias militares e bombeiros militares apoiam o dia mundial em memoria das vitimas de transito   vitimasdetransito acidentesdetransito rodovias policiamilitar bombeiros estradas ;0
482;0947 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
483;manha com otimos niveis de trafego no corredor dom pedro nao ha acidentes e apesar do tempo nublado nao chove concessionaria iniciou a operacao especial de natal com o posicionamento de guinchos e ambulancias em pontos estrategicos para agilizar atendimentos aos usuarios ;0
484;00h   itabirito mg km 572 acidente c interdicao no sentido rj fluxo parado por 1 km ponto de referencia coca cola pista contraria;0
485;stj nega recurso de motorista acusado de matar seis em acidente na br 277  via ;0
486;acidente entre 2 carros na av jordao 295 na bom jesus   eptc e brigada militar no local  eptcpoa;0
487;1640 colisao entre carro e moto na r henrique caruso prox ao numero 246   agentes da eptc no local   eptcpoa;0
488;somente no ano de 2021 57 de todos os prejuizos envolvendo esse segmento corresponderam a acidentes ;0
489;1428 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
490;capotamento no tunel antonieta de barros na capital na tarde desta segunda feira 28 o condutor de 25 anos disse que ao transitar no interior do tunel se separou com um veiculo parado na faixa da direita ao tentar desviar colidiu na mureta e acabou capotando ;0
491;1754 colisao entre 2 veiculos na av a j renner prox ao numeral 451   agentes da eptc em deslocamen  eptcpoa;0
492;bpre do ceara faz alerta para evitar acidentes durante periodo de chuvas  via ;0
493;balanco do dia 20102021  007 acidentes  012 veiculos envolvidos  006 feridos 000 morto  235 pessoas fiscalizadas  187 veiculos fiscalizados  235 autos de infracao  019 veiculos recolhidos  003 veiculo recuperado  004 pessoas detidas;0
494;de acordo com o motorista o caminhao carregado com 14 toneladas de laranja teve problema no sistema de freios e precisou usar a area de escape para evitar um acidente ;0
495;entenda como o triangulo de seguranca ou triangulo de sinalizacao aumenta a visibilidade de quem esta com o veiculo impossibilitado de prosseguir diminuindo o risco de um acidente dentro do outro acesse   detranpeoficial semananacionaldetransito ;0
496;vitimas de acidentes de transito reclamam de demora na liberacao do seguro dpvat g1sp g1sp  g1saopaulo;0
497;ciclista morre atropelado na br 277 e motorista foge do local diz prf  g1 g1pr ;0
498;acidente entre carro e bicicleta na av ernesto neugebauer 2132 no bairro humaita   eptc e samu no loc  eptcpoa;0
499;nenhum registro de acidente grave no momento nas rodovias federais de santa catarina;0
